Manufacture_SKU_UPC,Product_Type,Post_Status,image_logo,image_main,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,image_console,Commercial_Level,Category,Category_Sub,Category_Sub_Sub,Category_Sub_Sub_Sub,Manufacture,Product_Name,Pricing_Cost,Pricing_MSPR,Pricing_MAP,Pricing_Special,Pricing_Special_Start_Date,Pricing_Special_End_Date,Short_Description,Overveiw,Footprint_Length,x_1,Footprint_Width,x_2,Footprint_Height,Footprint_Active_Length,x_3,Footprint_Active_Width,x_4,Footprint_Active_Height,Footprint_UOM,Machine_Weight,Machine_Weight_UOM,Elliptical_Stride_Length_Adjustable_Stride_(Yes/No),Elliptical_Stride_Length_Min,Elliptical_Stride_Length_Max,Elliptical_Stride_Length_Adjusting_Increments,Elliptical_Stride_UOM,Elliptical_Stride_Length_Type_of_Adjusting,Elliptical_Ramp_Adjustable_(Yes/No),Elliptical_Ramp_Min_Angle,Elliptical_Ramp_Max_Angle,Elliptical_Ramp_Type_of_Adjustment,Elliptical_Ramp_#_of_Adjustments,Max_User_Weight,Max_User_Weight_,Plug-in,Elliptical_Drive_System,Resistance_Type,Resistance_Levels_Quantity,Heart_Rate_Contact,Heart_Rate_Monitoring_Wireless,Elliptical_Design_(Step_In/On)_,Elliptical_Hand_Grips_Muilti_Position,Warranty_Frame_In_Years,Warranty_Parts_In_Years,Warranty_Labor_In_Year,Warranty_Treadmill_Motor,Warranty_Restrictions,Console_Type,Console_Programs,Console_Programs_User,Console_Programs_Heart_Rate_Controled,Brochure,Manual,Treadmill_Belt_Width,Treadmill_Belt_Length,Treadmill_Belt_UOM,Treadmill_Belt_Type,Treadmill_Roller_Size,Treadmill_Roller_Size_UOM,Treadmill_Deck_Thickness,Treadmill_Deck_Phenolic_Coating,Treadmill_Deck_Need_Lubercation,Treadmill_Deck_Reversibility,Treadmill_Sidestep_Rails,Treadmill_Motor_Type,Treadmill_Motor_Horse_Power,Treadmill_Deck_Adjustable_Softness,Treadmill_Speed_Min,Treadmill_Speed_Max,Treadmill_Speed_Adjustment,Treadmill_Ramp_Incline,Treadmill_Ramp_Decline,Treadmill_Ramp_Min,Treadmill_Ramp_Max_,Treadmill_Ramp_Change_Amount,Recumbent_Bike_Design,Recumbent_Bike_Seat_Back_Adjustable,Recumbent_Bike_Seat_Back_Type,Recumbent_Bike_Seat_Back_#_of_Position,Rower_Seat_Travel,Rower_Pull_Cable,Spin_Bike_Handle_Bars_Mutiposition,Spin_Bike_Fly_Wheel_Weight,Spin_Bike_Fly_Wheel_Weight_UOM,Spin_Bike_Fly_Wheel_Primiter_Weighted,Spin_Bike_Belt_System,Gym_Weight_Stack,Gym_Weight_Stack_UOM,Shipping_Wieght,Shipping_Length,Shipping_Width,Shipping_Height,Up-Sells_SKU,Cross-Sells_SKU,Download_&_Import_Attachments,Post_Author,Post_Slug,Manage_Stock?,Stock_Qty,Stock_Status,Allow_Backorders?,Sold_Individually?,Enable_Reviews,Featured,Catalog_Visibility,Tax_Status,Tax_Class
HYP1,simple,publish,,http://www.inspirefitness.net/catalog/images/HyperExt_Fred_1_450.jpg,http://www.inspirefitness.net/catalog/images/Brittany_abs_450px.jpg,http://www.inspirefitness.net/catalog/images/Inspire_BackExtension_multi_06_450.jpg,,,,,,,,,,Light Commercial,Strength ,Free weight equipment,,,Inspire Fitness,45/90 Hyperextension Bench ,200,$449.00,$449.00,,,,,,54,x,31,x,40,54,x,31,x,40,in.,,lbs.,,,,,,,,,,,,,,,,,,,,,,Lifetime,Lifetime,,,,,,,,http://www.inspirefitness.net/downloads/Brochures/InspireFitness_HypExt_Brochure_2015.pdf,http://www.inspirefitness.net/downloads/FitnessManuals/InspireFitnessManual_HYP1_5-18-15.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
SCS102,simple,publish,,http://cdn1.bigcommerce.com/server4200/hoa4e/products/327/images/1780/Inspire_Power_Rack_Smith_Machine__57395.1426798620.1080.1080.jpg?c=2,,,,,,,,,,,,Light Commercial,Strength,Free weight equipment,,,Inspire Fitness,SCS Smith Option,200,$595.00,$595.00,,,,,The Inspire SCS-102 Smith Attachment is exclusively for the SCS-02 Power Rack and should only be purchased if you already own the power rack or are ordering it.,60,x,75,x,80,60,x,75,x,80,in.,,lbs.,,,,,,,,,,,,,,,,,,,,,,Lifetime,Lifetime,,,,,,,,http://www.inspirefitness.net/downloads/Brochures/InspireFitness_SCS_Brochure_Dec_2014.pdf,http://www.inspirefitness.net/downloads/FitnessManuals/InspireFitness_SCS-102_OwnersManual_final_111514.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
CB1,simple,publish,,http://www.inspirefitness.net/catalog/images/AirBike_450.jpg,http://www.inspirefitness.net/catalog/images/CB1_bike_angle_450.jpg,,,,,,,,,,http://www.inspirefitness.net/catalog/images/AirBikeDisplay_450.jpg,Light Commercial,Bikes,Upright Bikes,,,Inspire Fitness,CB1 AIR BIKE,250,$695.00,$695.00,,,,,The Inspire CB1 Air Bike features a smooth air-based resistance braking system along with a pair of sturdy exercise arms. The advantage of this unique air resistance system is that it offers as much resistance as you want. The dual-action arms enable you to work out your entire body.,43.9,x,24.8,x,45.7,43.9,x,24.8,x,45.7,in.,,lbs.,,,,,,,,,,,,,,Self-Powered,,Fan Resistance,,No,No,,,Lifetime,3,1,,,LCD,,,,http://www.inspirefitness.net/downloads/Brochures/Inspire_CB1_Brochure_QR.pdf,http://www.inspirefitness.net/downloads/FitnessManuals/InspireFitnessManual_CB1.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
ACB1,simple,publish,,http://www.inspirefitness.net/catalog/images/Bench_02_450.jpg,http://www.inspirefitness.net/catalog/images/ACB1_Model_450.jpg,http://www.inspirefitness.net/catalog/images/Bench_04_450.jpg,http://www.inspirefitness.net/catalog/images/Bench_03_450.jpg,,,,,,,,,Light Commercial,Strength ,Free weight equipment,,,Inspire Fitness,AB Bench,300,$699.00,$699.00,,,,,,60,x,35,x,40,60,x,35,x,40,in.,,lbs.,,,,,,,,,,,,,,,,,,,,,,Lifetime,Lifetime,,,,,,,,http://www.inspirefitness.net/downloads/Brochures/InspireFitness_AbBench_Brochure_2015.pdf,http://www.inspirefitness.net/downloads/FitnessManuals/InspireFitness_ACB_AbBench_Manual_2015.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
SQR1,simple,publish,,http://www.inspirefitness.net/catalog/images/SQR1_1280_450.jpg,http://www.inspirefitness.net/catalog/images/SQR1_1297_450.jpg,http://www.inspirefitness.net/catalog/images/SQR1_1300_450.jpg,,,,,,,,,,Light Commercial,Strength ,Free weight equipment,,,Inspire Fitness,Squat rack with safeties,275,$699.00,$699.00,,,,,"The Inspire Fitness Squat stand Features Include: Frame: 3"" round 12 gauge steel construction. Powder Coated Finish: The Electrostatic powder coat offers a durable maintenance free finish. Self-locking safeties are a standard feature. Solid 1"" chrome plated weight horns for plate storage of both Olympic and standard weight plates. Chrome plated pull-up bar offers a variety of grip positions to target different muscle groups. 800lb. weight capacity.",48,x,66,x,78,48,x,66,x,78,in.,,lbs.,,,,,,,,,,,,,,,,,,,,,,Lifetime,Lifetime,,,,,,,,http://www.inspirefitness.net/downloads/Brochures/InspireFitness_SquatRack_Brochure_2015.pdf,http://www.inspirefitness.net/downloads/FitnessManuals/InspireFitnessManual_SQR1_5-18-15.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
IC1,simple,publish,,http://www.inspirefitness.net/catalog/images/IC1-2.jpg,,,,,,,,,,,http://www.inspirefitnessuk.com/image/cache/data/NEW%20IC1_04.console-1885x1311.jpg,Light Commercial,Bikes,Spin Bikes,,,Inspire Fitness,IC1 Indoor Cycle,400,$995.00,$995.00,,,,,,57,x,22,x,46,57,x,22,x,46,in.,155,lbs.,,,,,,,,,,,,,,Self-Powered,,Friction,,No,Yes,,,Lifetime,3,1,,,,,,,http://www.inspirefitness.net/downloads/Brochures/Inspire_IC1_brochure_Jul_2015,http://www.inspirefitness.net/downloads/FitnessManuals/InspireFitnessManual_IC1-2_Rev-1.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,45,lbs.,,Poly-v Belt,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
SCS002,simple,publish,,http://cdn1.bigcommerce.com/server4200/hoa4e/products/326/images/1776/Inspire_Power_Rack__20564.1426798236.1080.1080.jpg?c=2,,,,,,,,,,,,Light Commercial,Strength,Free weight equipment,,,Inspire Fitness,SCS Power Rack,475,"$1,095.00","$1,095.00",,,,,The Inspire Fitness Power Rack is the newest addition to the Inspire Fitness home gym family. Inspire Fitness Power Rack offers an array of exercises for the person who is looking for a complete and balanced workout.,60,x,52,x,80,60,x,52,x,80,in.,,lbs.,,,,,,,,,,,,,,,,,,,,,,Lifetime,Lifetime,,,,,,,,http://www.inspirefitness.net/downloads/Brochures/InspireFitness_SCS_Brochure_Dec_2014.pdf,http://www.inspirefitness.net/downloads/FitnessManuals/InspireFitness_SCS-002_OwnersManual_Final_111514.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,yes,catalog/search,taxable,standard
LP3,simple,publish,,http://www.inspirefitness.net/catalog/product_info.php?products_id=39&pn=Leg%20Press%20Option%20for%20M-Series%20Gyms*,http://www.inspirefitness.net/catalog/images/LegPress_2_450.jpg,,,,,,,,,,,Light Commercial,Strength,Multi-Gym,,,Inspire Fitness,LP3 Leg Press,465,"$1,095.00","$1,095.00",,,,,Attaches to the M2 M3 and M5,71,x,52,x,,71,x,52,x,,in.,,lbs.,,,,,,,,,,,,,,,,,,,,,,Lifetime,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,yes,catalog/search,taxable,standard
IC2,simple,publish,,http://www.inspirefitness.net/catalog/images/IC2_full_side3_450.jpg,http://www.inspirefitness.net/catalog/images/IC1_full_side_450.jpg,http://www.inspirefitness.net/catalog/images/IC2_top_450.jpg,,,,,,,,,,Light Commercial,Bikes,Spin Bikes,,,Inspire Fitness,IC2 Indoor Cycle,550,"$1,295.00","$1,295.00",,,,,,51,x,22,x,49,51,x,22,x,49,in.,186,lbs.,,,,,,,,,,,,,,Self-Powered,,Fricton,,No,,,,Lifetime,3,1,,,,,,,,http://www.inspirefitness.net/downloads/FitnessManuals/InspireFitnessManual_IC2_Rev_1.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,53,lbs.,,Poly-v Belt,,,,,,,,,,,,no,,instock,no,yes,,,,,
CS1,simple,draft,,http://www.inspirefitness.net/catalog/images/CS1_standalone.jpg,,,,,,,,,,,http://www.inspirefitness.net/catalog/images/monitor_cs1.jpg,Light Commercial,Ellipticals,Recumbent Ellipticals,,,Inspire Fitness,CS1 Cardio Stride,,"$1,295.00","$1,295.00",,,,,,,x,,x,,,x,,x,,in.,,lbs.,Yes,12 in.,15 in.,,,Foot Placement,No,,,,,,,Plug-in,,,20,Yes,Yes I Not included,,yes,Lifetime,3,1,,,LCD,,,,http://www.inspirefitness.net/downloads/Brochures/Inspire_CS1_Brochure_QR.pdf,http://www.inspirefitness.net/downloads/FitnessManuals/InspireFitnessManual_CS1_REV_A_1-4-2013.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
BL1,simple,publish,,http://www.inspirefitness.net/catalog/images/Inspire_Bodylift_400x4002.jpg,http://www.inspirefitness.net/catalog/images/Body_Lift_Photo_Shoot_057_Cut_450.jpg,http://www.inspirefitness.net/catalog/images/Body_Lift_Photo_Shoot_032_Cut_450.jpg,http://www.inspirefitness.net/catalog/images/Body_Lift_Photo_Shoot_105_Cut_450.jpg,http://www.inspirefitness.net/catalog/images/Body_Lift_Photo_Shoot_061_450.jpg,,,,,,,,Light Commercial,Strength,Multi-Gym,,,Inspire Fitness,BL1 Body Lift,550,"$1,395.00","$1,395.00",,,,,The BL1 gym uses your own body weight as resistance and is adjustable from 10% to 150% of your total body weight. Body weight resistance training has a large impact on your metabolism and causes your body to comtinue to burn calories hours after your workout is complete.,55,x,43,x,89,55,x,43,x,89,in.,,lbs.,,,,,,,,,,,,,,,,,,,,,,Lifetime,Lifetime,,,,,,,,http://www.inspirefitness.net/downloads/Brochures/Inspire_BL1_Brochure_QR.pdf,http://www.inspirefitness.net/downloads/FitnessManuals/InspireFitnessManual_BL1.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150%,Body Weight,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
M1,simple,publish,,http://www.inspirefitness.net/catalog/images/M1_Front_450.jpg,http://www.inspirefitness.net/catalog/images/M1_Full_Side_450.jpg,http://www.inspirefitness.net/catalog/images/M1_Back_450.jpg,,,,,,,,,,Light Commercial,Strength,Multi-Gym,,,Inspire Fitness,M1 Multi Gym ,800,"$1,795.00","$1,795.00",,,,,It's all about freedom! The M1 Multi-Gym is the ultimate cable gym. What's so great about cables? A lot. All six pull points on the M1 require the user to balance the weight as exercises are performed. This builds coordination as stabilizer muscles are recruited for balance. The freedom of cable resistance also allows for greater range of motion further increasing muscle fiber involvement and improving results.,74,x,34,x,84,74,x,34,x,84,in.,,lbs.,,,,,,,,,,,,,,,,,,,,,,Lifetime,Lifetime,,,,,,,,http://www.inspirefitness.net/downloads/Brochures/Inspire_M1_brochure_dec_2014.pdf,http://www.inspirefitness.net/downloads/FitnessManuals/InspireFitnessManual_M1_Rev1.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,lbs.,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
CS2,simple,publish,,http://www.inspirefitness.net/catalog/images/CS2_Bike_Girl_450.jpg,,,,,,,,,,,http://www.inspirefitness.net/catalog/images/CS2_Console_450.jpg,Light Commercial,Ellipticals,Recumbent Ellipticals,,,Inspire Fitness,CS2 Cardio Strider,675,"$1,795.00","$1,795.00",,,,,The unique linear path of the CS2 pedals greatly reduce knee sheer while still engaging all of the user's leg muscles and glutes. The moving handlebars target the large muscles of the upper body for maximum calorie burn and conditioning. Ten preset programs with 20 levels of resistance make the CS2 the perfect full body workout for people of all fitness levels. Attain your fitness goals without comprimising your joints. Being fit never felt so good!,59,x,34,x,,59,x,34,x,,in.,,lbs.,Yes,12 in.,15 in.,,,Foot Placement,No,,,,,,,Plug-in,,,20,Yes,Yes I Not included,,Yes,Lifetime,3,1,,,LCD Membrane,8,,,http://www.inspirefitness.net/downloads/Brochures/Inspire_CS2_Brochure.pdf,http://www.inspirefitness.net/downloads/FitnessManuals/InspireFitnessManual_CS2_REV_E.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
CR2,simple,publish,,http://www.inspirefitness.net/catalog/images/standalone_side_angle2_770_450px_01.jpg,http://www.inspirefitness.net/catalog/images/standalone_side_angle3_800_450px_02.jpg,,http://www.inspirefitness.net/catalog/images/standalone_side_front_774_450px_03.jpg,,,,,,,,http://www.inspirefitness.net/catalog/images/display_794_450px_05.jpg,Light Commercial,Rowers,,,,Inspire Fitness,CR Cross Rower,900,"$1,995.00","$1,995.00",,,,,If torching calories in a short amount of time sounds good to you then the Cross Row is the machine for you. It's bi-directional resistance is uniquely designed to activate all the muscles of the body and kick start your metabolic furnace.,67,x,40.8,x,40.4,67,x,40.8,x,40.4,in.,,lbs.,,,,,,,,,,,,,,Self-Powered,,Megnetic ,7,No,Yes,,,Lifetime,3,1,,,LCD,,,,http://www.inspirefitness.net/downloads/Brochures/InspireFitness_CR2_brochure_Sep-14.pdf,http://www.inspirefitness.net/downloads/FitnessManuals/InspireFitnessManual_CR2_Rower_Manual%20Rev_4_122014.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
SCS202,simple,publish,,http://cdn1.bigcommerce.com/server4200/hoa4e/products/328/images/1782/Inspire_Power_Rack_Weights_Pulleys_Black__97568.1426798793.1080.1080.jpg?c=2,,,,,,,,,,,,Light Commercial,Strength ,Free weight equipment,,,Inspire Fitness,SCS Pully System Option,920,"$2,195.00","$2,195.00",,,,,The Inspire SCS-202 Dual Pulley Option is exclusively for the SCS-02 Power Rack and should only be purchased if you already own the power rack or are ordering it.,60,x,75,x,86,60,x,75,x,86,in.,,lbs.,,,,,,,,,,,,,,,,,,,,,,Lifetime,Lifetime,,,,,,,,http://www.inspirefitness.net/downloads/Brochures/InspireFitness_SCS_Brochure_Dec_2014.pdf,http://www.inspirefitness.net/downloads/FitnessManuals/InspireFitness_SCS-202_OwnersManual_Final_111514.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,lbs.,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DMLR1,simple,draft,,,,,,,,,,,,,,Commercial,Strength,,,,Inspire Fitness,Lat/Row,1200,"$2,495.00","$2,495.00",,,,,,,x,,x,,,x,,x,,in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
M2,simple,publish,,http://www.inspirefitness.net/catalog/images/New_M2_Web_450.jpg,http://www.inspirefitness.net/catalog/images/M2_Web_3.jpg,http://www.inspirefitness.net/catalog/images/M2_Web_1.jpg,http://www.inspirefitness.net/catalog/images/M2_Web_2.jpg,,,,,,,,,Light Commercial,Strength,Multi-Gym,,,Inspire Fitness,M2 Multi Gym ,1100,"$2,495.00","$2,495.00",,,,,The M2 represents all of the capability of a multi weight stack gym in a compact single stack forward design. Its unique press arm offers both fixed pressing exercises as well as free motion movements. Why is this important? Well fixed pressing exercises help develop size and strength while free motion movements improve mobility and coordination.,72,x,48,x,78,72,x,48,x,78,in.,,lbs.,,,,,,,,,,,,,,,,,,,,,,Lifetime,Lifetime,,,,,,,,http://www.inspirefitness.net/downloads/Brochures/M-Series_Brochure_2015.pdf,http://www.inspirefitness.net/downloads/FitnessManuals/M2%20Manual_012214.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,lbs.,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
FT1,simple,publish,,http://www.inspirefitness.net/catalog/images/FT1_ChromeBar_Front_450.jpg,http://www.inspirefitness.net/catalog/images/FT1_ChromeBar_Side_450_Text.jpg,,,,,,,,,,,Light Commercial,Strength,Functional Trainers,,,Inspire Fitness,FT1 FunctionalTrainer,1000,"$2,495.00","$2,495.00",,,,,Inspire's FT1 for functional training allows you to have complete freedom of movement in any direction or plane while performing weight resistance exercises. These unrestricted exercises are designed to move the way your body naturally moves. Many of the freestanding exercises incorporate core secondary and stabilizing muscles giving you a more efficient workout.,47,x,54,x,81.5,47,x,54,x,81.5,in.,,lbs.,,,,,,,,,,,,,,,,,,,,,,Lifetime,Lifetime,,,,,,,,http://www.inspirefitness.net/downloads/Brochures/Inspire_FT1_Brochure_2014.pdf,http://www.inspirefitness.net/downloads/FitnessManuals/InspireFitnessManual_FT1.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,lbs.,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DMLC1,simple,draft,,,,,,,,,,,,,,Commercial,Strength,,,,Inspire Fitness,Leg press/Calf,1275,"$2,595.00","$2,595.00",,,,,,,x,,x,,,x,,x,,in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DMBT1,simple,draft,,,,,,,,,,,,,,Commercial,Strength,,,,Inspire Fitness,Bicep/Tricep,1300,"$2,695.00","$2,695.00",,,,,,,x,,x,,,x,,x,,in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DMCS1,simple,draft,,,,,,,,,,,,,,Commercial,Strength,,,,Inspire Fitness,Chest/Shoulder,1350,"$2,795.00","$2,795.00",,,,,,,x,,x,,,x,,x,,in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
M3,simple,publish,,http://www.inspirefitness.net/catalog/images/New_M3_Web_450.jpg,http://www.inspirefitness.net/catalog/images/New_M3_Web_450_2.jpg,http://www.inspirefitness.net/catalog/images/New_M3_Web_450_3.jpg,http://www.inspirefitness.net/catalog/images/New_M3_Web_450_4.jpg,,,,,,,,,Light Commercial,Strength,Multi-Gym,,,Inspire Fitness,M3 Multi Gym,1500,"$3,495.00","$3,495.00",,,,,This award winning gym features a commercial quality abdominal crunch station built right into its head pad a seated leg curl station for shaping glutes and strengthening hamstring muscles and a patented dual back pad tilt for superior fit and comfort.,72,x,40,x,82,72,x,40,x,82,in.,,lbs.,,,,,,,,,,,,,,,,,,,,,,Lifetime,Lifetime,,,,,,,,http://www.inspirefitness.net/downloads/Brochures/M-Series_Brochure_2015.pdf,http://www.inspirefitness.net/downloads/FitnessManuals/M3%20rev2013%20Manual%20Assembly_121913.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,lbs.,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
M5,simple,publish,,http://www.inspirefitness.net/catalog/images/M5_FullMachine_2_450.jpg,http://www.inspirefitness.net/catalog/images/M5_FullMachine_1_450.jpg,http://www.inspirefitness.net/catalog/images/M5_WeightStack_1_text.jpg,,,,,,,,,,Light Commercial,Strength,Multi-Gym,,,Inspire Fitness,M5 Multi Gym ,1900,"$4,495.00","$4,495.00",,,,,Whether you are looking for the best multi-gym station for your home or a great multi-station gym for your commercial facility the M5 has everything you need! It's unique press arm offers both fixed pressing exercises as well as free motion movements. This is important because fixed pressing exercises help develop size and strength while free motion movements improve mobility and coordination.,100,x,88,x,85,100,x,88,x,85,in.,,lbs.,,,,,,,,,,,,,,,,,,,,,,Lifetime,Lifetime,,,,,,,,http://www.inspirefitness.net/downloads/Brochures/M-Series_Brochure_2015.pdf,http://www.inspirefitness.net/downloads/Brochures/M-Series_Brochure_2015.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,lbs.,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
FT2,simple,publish,,http://www.inspirefitness.net/catalog/images/FT2_demo01_450.jpg,http://www.inspirefitness.net/catalog/images/FT2_demo02_450.jpg,http://www.inspirefitness.net/catalog/images/FT2_demo03_450.jpg,,,,,,,,,,Light Commercial,Strength,Functional Trainers,,,Inspire Fitness,FT2 FunctionalTrainer,1700,"$4,495.00","$4,495.00",,,,,,58,x,61,x,88,58,x,61,x,88,in.,,lbs.,,,,,,,,,,,,,,,,,,,,,,Lifetime,Lifetime,,,,,,,,http://www.inspirefitness.net/downloads/Brochures/Inspire_FT2_Brochure_QR.pdf,http://www.inspirefitness.net/downloads/FitnessManuals/InspireFitnessManual_FT2.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,lbs.,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DMLU1,simple,draft,,,,,,,,,,,,,,Commercial,Strength,,,,Inspire Fitness,Multi-Line upright,350,,,,,,,,,x,,x,,,x,,x,,in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
VKR1,simple,draft,,http://www.inspirefitness.net/catalog/images/Inspire_VKR_04_450.jpg,http://www.inspirefitness.net/catalog/images/Inspire_VKR_03_450.jpg,http://www.inspirefitness.net/catalog/images/Inspire_VKR_01_450.jpg,,,,,,,,,,Light Commercial,Strength ,Free weight equipment,,,Inspire Fitness,VKR Chin/Dip Station,,,,,,,,,59.5,x,43.35,x,87.68,59.5,x,43.35,x,87.68,in.,,lbs.,,,,,,,,,,,,,,,,,,,,,,Lifetime,Lifetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DMAB1,simple,draft,,,,,,,,,,,,,,Commercial,Strength,,,,Inspire Fitness,Ab/Back,,,,,,,,,,x,,x,,,x,,x,,in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DMEC1,simple,draft,,,,,,,,,,,,,,Commercial,Strength,,,,Inspire Fitness,Seated leg Ext./Curl,,,,,,,,,,x,,x,,,x,,x,,in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DMCD1,simple,draft,,,,,,,,,,,,,,Commercial,Strength,,,,Inspire Fitness,Assisted/Weighted chin up/dip,,,,,,,,,,x,,x,,,x,,x,,in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
DMIO1,simple,draft,,,,,,,,,,,,,,Commercial,Strength,,,,Inspire Fitness,Inner/Outer Thigh,,,,,,,,,,x,,x,,,x,,x,,in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
